"datetime","Depth_meter","Water_Temperature_celsius"
1986-07-02 20:00:00,0,18.2
1986-07-02 20:00:00,0.5,18.2
1986-07-02 20:00:00,2,18.2
1986-07-02 20:00:00,5,18.1
1986-07-02 20:00:00,10,17.3
1986-07-02 20:00:00,13,17.1
1986-07-02 20:00:00,15,13
1986-07-02 20:00:00,20,11.2
1986-07-02 20:00:00,25,10.2
1986-08-02 20:00:00,0.1,24
1986-08-02 20:00:00,0.5,23
1986-08-02 20:00:00,3.5,22
1986-08-02 20:00:00,7,21
1986-08-02 20:00:00,8,20
1986-08-02 20:00:00,10,16.5
1986-08-02 20:00:00,11,15.5
1986-08-02 20:00:00,12,13.5
1986-08-02 20:00:00,13.5,12
1986-08-05 20:00:00,0.1,22.4
1986-08-05 20:00:00,1,22.3
1986-08-05 20:00:00,2,22.2
1986-08-05 20:00:00,3,22
1986-08-05 20:00:00,4,22
1986-08-05 20:00:00,5,22
1986-08-05 20:00:00,6,21.5
1986-08-05 20:00:00,7,20.7
1986-08-05 20:00:00,8,18.7
1986-08-05 20:00:00,9,17.2
1986-08-05 20:00:00,10,15.9
1986-08-05 20:00:00,11,14.2
1986-08-05 20:00:00,12,12.5
1986-08-05 20:00:00,13,11.5
1986-08-05 20:00:00,14,10.8
1986-08-05 20:00:00,15,10.2
1986-08-05 20:00:00,20,9
1986-08-05 20:00:00,25,8.8
1986-08-05 20:00:00,30,8.2
1986-09-01 20:00:00,0.1,20
1986-09-01 20:00:00,0.5,19
1986-09-01 20:00:00,1,19.5
1986-09-01 20:00:00,2,19.5
1986-09-01 20:00:00,3,19
1986-09-01 20:00:00,4,19
1986-09-01 20:00:00,5,19
1986-09-01 20:00:00,6,19
1986-09-01 20:00:00,7,19
1986-09-01 20:00:00,8,19
1986-09-01 20:00:00,9,18.5
1986-09-01 20:00:00,10,18.5
1986-09-01 20:00:00,11,18
1986-09-01 20:00:00,11.5,16
1986-09-01 20:00:00,12,15
1986-09-01 20:00:00,12.5,14
1986-09-01 20:00:00,13,13
1986-09-01 20:00:00,14,12
1986-09-01 20:00:00,15,11.5
1986-09-01 20:00:00,16,11
1986-09-01 20:00:00,17,10.5
1986-09-01 20:00:00,18,10
1986-09-01 20:00:00,19,10
1986-09-01 20:00:00,21,10
1986-09-01 20:00:00,22,10
1986-09-01 20:00:00,22.5,10
1987-05-28 20:00:00,0.1,19.5
1987-05-28 20:00:00,0.5,19
1987-05-28 20:00:00,1,18
1987-05-28 20:00:00,2,16.5
1987-05-28 20:00:00,2.5,16
1987-05-28 20:00:00,3,16
1987-05-28 20:00:00,4,15
1987-05-28 20:00:00,5,14.8
1987-05-28 20:00:00,5.5,14
1987-05-28 20:00:00,6,13.5
1987-05-28 20:00:00,7,13
1987-05-28 20:00:00,8,12.5
1987-05-28 20:00:00,9,11
1987-05-28 20:00:00,10,10.5
1987-05-28 20:00:00,11,10
1987-05-28 20:00:00,12,9.5
1987-05-28 20:00:00,13,9
1987-05-28 20:00:00,14,9
1987-05-28 20:00:00,15,9
1987-05-28 20:00:00,16,9
1987-05-28 20:00:00,17,8
1987-05-28 20:00:00,17.5,8
1987-06-30 20:00:00,0.1,21
1987-06-30 20:00:00,0.5,22
1987-06-30 20:00:00,1,21.5
1987-06-30 20:00:00,2,23
1987-06-30 20:00:00,2.5,23
1987-06-30 20:00:00,3,23
1987-06-30 20:00:00,3.5,23
1987-06-30 20:00:00,4,23
1987-06-30 20:00:00,4.5,23
1987-06-30 20:00:00,5,23
1987-06-30 20:00:00,5.5,23
1987-06-30 20:00:00,6,23
1987-06-30 20:00:00,6.5,23
1987-06-30 20:00:00,7,22
1987-06-30 20:00:00,7.5,22
1987-06-30 20:00:00,8,21
1987-06-30 20:00:00,9,18
1987-06-30 20:00:00,9.5,16
1987-06-30 20:00:00,10,15.5
1987-06-30 20:00:00,10.5,14.5
1987-06-30 20:00:00,11,14
1987-06-30 20:00:00,11.5,13
1987-06-30 20:00:00,12,13
1987-06-30 20:00:00,13,12.5
1987-06-30 20:00:00,14,12
1987-06-30 20:00:00,15,11
1987-06-30 20:00:00,16,11
1987-06-30 20:00:00,17,11
1987-06-30 20:00:00,18,10.5
1987-06-30 20:00:00,18.5,10.5
1987-06-30 20:00:00,19,10.5
1987-08-10 20:00:00,0.1,21.3
1987-08-10 20:00:00,0.5,21
1987-08-10 20:00:00,1,21.5
1987-08-10 20:00:00,2,21.3
1987-08-10 20:00:00,3,21.3
1987-08-10 20:00:00,4,21.3
1987-08-10 20:00:00,5,21.3
1987-08-10 20:00:00,6,21.2
1987-08-10 20:00:00,7,21.2
1987-08-10 20:00:00,8,17.5
1987-08-10 20:00:00,9,15
1987-08-10 20:00:00,9.5,14.1
1987-08-10 20:00:00,10,13
1987-08-10 20:00:00,10.5,12
1987-08-10 20:00:00,11,11.5
1987-08-10 20:00:00,11.5,10.8
1987-08-10 20:00:00,12,10.2
1987-08-10 20:00:00,13,9.8
1987-08-10 20:00:00,14,9.2
1987-08-10 20:00:00,15,9.1
1987-08-10 20:00:00,16,8.9
1987-08-10 20:00:00,17,8.8
1987-08-10 20:00:00,18,8.5
1987-08-10 20:00:00,19,8.3
1987-08-10 20:00:00,20,8.2
1987-08-10 20:00:00,21,8.1
1987-09-02 20:00:00,0.1,17.5
1987-09-02 20:00:00,1,18
1987-09-02 20:00:00,2,18
1987-09-02 20:00:00,3,18
1987-09-02 20:00:00,5,18
1987-09-02 20:00:00,7,18
1987-09-02 20:00:00,8,18
1987-09-02 20:00:00,9,18
1987-09-02 20:00:00,10,18
1987-09-02 20:00:00,10.5,15
1987-09-02 20:00:00,11,13
1987-09-02 20:00:00,11.5,12
1987-09-02 20:00:00,12,11.5
1987-09-02 20:00:00,12.5,11
1987-09-02 20:00:00,13,10.5
1987-09-02 20:00:00,14,10
1987-09-02 20:00:00,15,9.5
1987-09-02 20:00:00,16,9.5
1987-09-02 20:00:00,18,9
1987-09-02 20:00:00,19,8.5
1987-09-02 20:00:00,20,8.5
1987-09-02 20:00:00,21,8.5
1987-09-02 20:00:00,22,8
1987-09-02 20:00:00,23,8
1987-09-02 20:00:00,24,8
1989-05-23 20:00:00,0.1,14.8
1989-05-23 20:00:00,0.5,14.7
1989-05-23 20:00:00,1,14.7
1989-05-23 20:00:00,2,14.6
1989-05-23 20:00:00,3,14.5
1989-05-23 20:00:00,4,14.3
1989-05-23 20:00:00,5,14.3
1989-05-23 20:00:00,5.5,14
1989-05-23 20:00:00,6,12.2
1989-05-23 20:00:00,6.5,11
1989-05-23 20:00:00,7,9.4
1989-05-23 20:00:00,7.5,8.9
1989-05-23 20:00:00,8,8.8
1989-05-23 20:00:00,9,8.6
1989-05-23 20:00:00,10,8.5
1989-05-23 20:00:00,11,8.4
1989-05-23 20:00:00,12,8.3
1989-05-23 20:00:00,13,7.9
1989-05-23 20:00:00,13.5,7.9
1989-05-23 20:00:00,14,7.9
1989-05-27 20:00:00,0.1,21.8
1989-05-27 20:00:00,0.5,21.9
1989-05-27 20:00:00,1,21.8
1989-05-27 20:00:00,2,21.7
1989-05-27 20:00:00,2.5,21.3
1989-05-27 20:00:00,3,18.8
1989-05-27 20:00:00,3.5,18.3
1989-05-27 20:00:00,4,17.3
1989-05-27 20:00:00,4.5,16.8
1989-05-27 20:00:00,5,16.6
1989-05-27 20:00:00,5.5,16.1
1989-05-27 20:00:00,6,15.8
1989-05-27 20:00:00,7,15.1
1989-05-27 20:00:00,8,13.9
1989-05-27 20:00:00,9,12.1
1989-05-27 20:00:00,10,11.1
1989-05-27 20:00:00,11,10.5
1989-05-27 20:00:00,12,10
1989-05-27 20:00:00,13,9.5
1989-05-27 20:00:00,14,9.1
1989-05-27 20:00:00,15,8.9
1989-05-27 20:00:00,16,8.7
1989-05-27 20:00:00,17,8.6
1989-05-27 20:00:00,18,8.5
1989-05-27 20:00:00,19,8.4
1989-06-24 20:00:00,0.1,24.4
1989-06-24 20:00:00,0.5,24.3
1989-06-24 20:00:00,1,24
1989-06-24 20:00:00,2,23.6
1989-06-24 20:00:00,3,23.2
1989-06-24 20:00:00,4,22.1
1989-06-24 20:00:00,5,21.3
1989-06-24 20:00:00,5.5,20.5
1989-06-24 20:00:00,6,20.2
1989-06-24 20:00:00,6.5,19.4
1989-06-24 20:00:00,7,17.5
1989-06-24 20:00:00,7.5,16.3
1989-06-24 20:00:00,8,15.3
1989-06-24 20:00:00,9,13
1989-06-24 20:00:00,9.5,12.3
1989-06-24 20:00:00,10,12
1989-06-24 20:00:00,10.5,11.4
1989-06-24 20:00:00,11,10.8
1989-06-24 20:00:00,12,10.2
1989-06-24 20:00:00,13,9.7
1989-06-24 20:00:00,14,9.3
1989-06-24 20:00:00,15,9.2
1989-06-24 20:00:00,16,8.8
1989-06-24 20:00:00,17,8.7
1989-06-24 20:00:00,18,8.7
1989-06-24 20:00:00,19,8.6
1989-06-24 20:00:00,20,8.5
1989-08-29 20:00:00,0.1,20.1
1989-08-29 20:00:00,0.5,20.1
1989-08-29 20:00:00,1,20
1989-08-29 20:00:00,2,20
1989-08-29 20:00:00,3,19.8
1989-08-29 20:00:00,4,19.6
1989-08-29 20:00:00,5,19.5
1989-08-29 20:00:00,6,19.4
1989-08-29 20:00:00,7,19.5
1989-08-29 20:00:00,8,19.2
1989-08-29 20:00:00,9,15.1
1989-08-29 20:00:00,9.5,13.1
1989-08-29 20:00:00,10,12
1989-08-29 20:00:00,10.5,11.3
1989-08-29 20:00:00,11,11.1
1989-08-29 20:00:00,11.5,10.5
1989-08-29 20:00:00,12,10.1
1989-08-29 20:00:00,13,9.5
1989-08-29 20:00:00,14,9.1
1989-08-29 20:00:00,15,8.7
1989-08-29 20:00:00,16,8.4
1989-08-29 20:00:00,17,8.4
1989-08-29 20:00:00,18,8.3
1989-08-29 20:00:00,19,8
1989-08-29 20:00:00,20,8
1989-08-29 20:00:00,21,7.9
1989-08-29 20:00:00,22,7.8
1990-06-20 20:00:00,0.1,21.4
1990-06-20 20:00:00,0.5,21.4
1990-06-20 20:00:00,1,21.4
1990-06-20 20:00:00,2,21.4
1990-06-20 20:00:00,3,21.3
1990-06-20 20:00:00,4,21
1990-06-20 20:00:00,4.5,19.4
1990-06-20 20:00:00,5,18
1990-06-20 20:00:00,5.5,17.2
1990-06-20 20:00:00,6,16.9
1990-06-20 20:00:00,6.5,16.7
1990-06-20 20:00:00,7,16.5
1990-06-20 20:00:00,7.5,15.9
1990-06-20 20:00:00,8,15.7
1990-06-20 20:00:00,9,14.8
1990-06-20 20:00:00,9.5,14.4
1990-06-20 20:00:00,10,14.1
1990-06-20 20:00:00,10.5,13.9
1990-06-20 20:00:00,11,13.6
1990-06-20 20:00:00,12,13.4
1990-06-20 20:00:00,13,12.9
1990-06-20 20:00:00,14,12.7
1990-06-20 20:00:00,15,12.2
1990-06-20 20:00:00,16,12
1990-06-20 20:00:00,17,11.8
1990-06-20 20:00:00,18,11.7
1990-06-20 20:00:00,19,11.6
1990-06-20 20:00:00,20,11.4
1990-06-20 20:00:00,21,11.3
1990-06-20 20:00:00,22,11.2
1990-08-27 20:00:00,0.1,23.1
1990-08-27 20:00:00,0.5,22.9
1990-08-27 20:00:00,1,22.8
1990-08-27 20:00:00,2,22.5
1990-08-27 20:00:00,3,22.3
1990-08-27 20:00:00,4,22.1
1990-08-27 20:00:00,5,22.1
1990-08-27 20:00:00,6,22.1
1990-08-27 20:00:00,7,21.7
1990-08-27 20:00:00,7.5,20.5
1990-08-27 20:00:00,8,19.9
1990-08-27 20:00:00,9,18
1990-08-27 20:00:00,9.5,16.1
1990-08-27 20:00:00,10,15.2
1990-08-27 20:00:00,10.5,14.6
1990-08-27 20:00:00,11,14.1
1990-08-27 20:00:00,11.5,13.5
1990-08-27 20:00:00,12,13.1
1990-08-27 20:00:00,12.5,12.9
1990-08-27 20:00:00,13,12.5
1990-08-27 20:00:00,14,12.2
1990-08-27 20:00:00,15,11.8
1990-08-27 20:00:00,16,11.6
1990-08-27 20:00:00,17,11.4
1990-08-27 20:00:00,18,11.3
1990-08-27 20:00:00,19,11.2
1990-08-27 20:00:00,20,11.1
1990-08-27 20:00:00,21,10.9
1990-08-27 20:00:00,22,10.8
1990-08-27 20:00:00,23,10.7
1990-08-27 20:00:00,24,10.7
1990-08-27 20:00:00,25,10.6
1990-08-27 20:00:00,26,10.5
1990-08-27 20:00:00,27,10.4
1990-08-27 20:00:00,28,10.4
1990-08-27 20:00:00,29,10.3
1990-08-27 20:00:00,29.5,10.2
1990-10-03 20:00:00,0.1,17.1
1990-10-03 20:00:00,0.5,17.1
1990-10-03 20:00:00,1,16.4
1990-10-03 20:00:00,2,16.3
1990-10-03 20:00:00,3,16.2
1990-10-03 20:00:00,4,16.2
1990-10-03 20:00:00,5,16.2
1990-10-03 20:00:00,6,16.1
1990-10-03 20:00:00,7,16.1
1990-10-03 20:00:00,8,16.1
1990-10-03 20:00:00,9,16.1
1990-10-03 20:00:00,10,16.1
1990-10-03 20:00:00,11,16.1
1990-10-03 20:00:00,11.5,15.5
1990-10-03 20:00:00,12,13.7
1990-10-03 20:00:00,12.5,12.7
1990-10-03 20:00:00,13,12.2
1990-10-03 20:00:00,14,11.8
1990-10-03 20:00:00,15,11.2
1990-10-03 20:00:00,16,11
1990-10-03 20:00:00,17,10.8
1990-10-03 20:00:00,18,10.6
1990-10-03 20:00:00,19,10.3
1990-10-03 20:00:00,20,10.1
1990-10-03 20:00:00,20.5,10
1990-10-03 20:00:00,21,10
1991-05-27 20:00:00,0.1,18.3
1991-05-27 20:00:00,0.5,18.3
1991-05-27 20:00:00,1,18.3
1991-05-27 20:00:00,2,18.1
1991-05-27 20:00:00,3,17.7
1991-05-27 20:00:00,4,17.3
1991-05-27 20:00:00,5,17.2
1991-05-27 20:00:00,5.5,15.6
1991-05-27 20:00:00,6,14
1991-05-27 20:00:00,6.5,12.7
1991-05-27 20:00:00,7,12.1
1991-05-27 20:00:00,7.5,11.6
1991-05-27 20:00:00,8,10.8
1991-05-27 20:00:00,9,10.1
1991-05-27 20:00:00,10,9.7
1991-05-27 20:00:00,11,9.4
1991-05-27 20:00:00,12,8.9
1991-05-27 20:00:00,13,8.6
1991-05-27 20:00:00,14,8.1
1991-05-27 20:00:00,15,7.9
1991-05-27 20:00:00,16,7.8
1991-05-27 20:00:00,17,7.7
1991-05-27 20:00:00,18,7.6
1991-05-27 20:00:00,19,7.5
1991-05-27 20:00:00,20,7.5
1991-05-27 20:00:00,21,7.4
1991-05-27 20:00:00,22,7.3
1991-05-27 20:00:00,23,7.2
1991-05-27 20:00:00,24,7.1
1991-05-27 20:00:00,24.5,7.1
1991-06-27 20:00:00,0.1,21.9
1991-06-27 20:00:00,0.5,21.9
1991-06-27 20:00:00,1,21.9
1991-06-27 20:00:00,2,21.8
1991-06-27 20:00:00,3,21.7
1991-06-27 20:00:00,4,21.5
1991-06-27 20:00:00,5,21.4
1991-06-27 20:00:00,6,20.4
1991-06-27 20:00:00,6.5,19.8
1991-06-27 20:00:00,7,18.1
1991-06-27 20:00:00,7.5,16.5
1991-06-27 20:00:00,8,14.8
1991-06-27 20:00:00,9,12.5
1991-06-27 20:00:00,9.5,11.7
1991-06-27 20:00:00,10,11.1
1991-06-27 20:00:00,10.5,10.6
1991-06-27 20:00:00,11,10.3
1991-06-27 20:00:00,12,10.2
1991-06-27 20:00:00,13,9.7
1991-06-27 20:00:00,14,9.2
1991-06-27 20:00:00,15,8.8
1991-06-27 20:00:00,16,8.6
1991-06-27 20:00:00,17,8.5
1991-06-27 20:00:00,18,8.1
1991-06-27 20:00:00,19,8.1
1991-06-27 20:00:00,20,8.1
1991-06-27 20:00:00,21,7.9
1991-06-27 20:00:00,22,7.9
1991-06-27 20:00:00,23,7.9
1991-06-27 20:00:00,24,7.8
1991-06-27 20:00:00,25,7.9
1991-06-27 20:00:00,26,7.8
1991-07-29 20:00:00,0.1,23.2
1991-07-29 20:00:00,0.5,23.2
1991-07-29 20:00:00,1,23.2
1991-07-29 20:00:00,2,23.1
1991-07-29 20:00:00,3,23.1
1991-07-29 20:00:00,4,23
1991-07-29 20:00:00,5,22.9
1991-07-29 20:00:00,6,22.9
1991-07-29 20:00:00,6.5,22.2
1991-07-29 20:00:00,7,21.7
1991-07-29 20:00:00,7.5,20.7
1991-07-29 20:00:00,8,19.6
1991-07-29 20:00:00,9,17.4
1991-07-29 20:00:00,9.5,15.9
1991-07-29 20:00:00,10,14.6
1991-07-29 20:00:00,10.5,13.5
1991-07-29 20:00:00,11,11.9
1991-07-29 20:00:00,11.5,11.3
1991-07-29 20:00:00,12,10.7
1991-07-29 20:00:00,12.5,10.3
1991-07-29 20:00:00,13,10.2
1991-07-29 20:00:00,14,9.8
1991-07-29 20:00:00,15,9.4
1991-07-29 20:00:00,16,9
1991-07-29 20:00:00,17,8.7
1991-07-29 20:00:00,18,8.6
1991-07-29 20:00:00,19,8.5
1991-07-29 20:00:00,20,8.4
1991-07-29 20:00:00,21,8.2
1991-07-29 20:00:00,22,8.1
1991-07-29 20:00:00,23,8.1
1991-07-29 20:00:00,24,8
1991-07-29 20:00:00,25,7.9
1991-07-29 20:00:00,26,7.8
1991-07-29 20:00:00,27,7.8
1991-07-29 20:00:00,28,7.8
1991-07-29 20:00:00,29,7.8
1991-07-29 20:00:00,30,7.7
1991-08-26 20:00:00,0.1,21.6
1991-08-26 20:00:00,0.5,21.6
1991-08-26 20:00:00,1,21.6
1991-08-26 20:00:00,2,21.6
1991-08-26 20:00:00,3,21.5
1991-08-26 20:00:00,4,21.5
1991-08-26 20:00:00,5,21.4
1991-08-26 20:00:00,6,21.3
1991-08-26 20:00:00,7,21.3
1991-08-26 20:00:00,8,21.2
1991-08-26 20:00:00,9,20.2
1991-08-26 20:00:00,9.5,19.6
1991-08-26 20:00:00,10,18.8
1991-08-26 20:00:00,10.5,16
1991-08-26 20:00:00,11,13
1991-08-26 20:00:00,11.5,12.5
1991-08-26 20:00:00,12,12.3
1991-08-26 20:00:00,12.5,12.1
1991-08-26 20:00:00,13,11.7
1991-08-26 20:00:00,14,10.7
1991-08-26 20:00:00,15,10.2
1991-08-26 20:00:00,16,9.8
1991-08-26 20:00:00,17,9.3
1991-08-26 20:00:00,18,9.1
1991-08-26 20:00:00,19,8.9
1991-08-26 20:00:00,20,8.8
1991-08-26 20:00:00,21,8.8
1991-08-26 20:00:00,22,8.6
1991-08-26 20:00:00,23,8.5
1991-08-26 20:00:00,24,8.4
1991-08-26 20:00:00,25,8.4
1991-08-26 20:00:00,26,8.3
1992-05-25 20:00:00,0.1,13.6
1992-05-25 20:00:00,0.5,13.6
1992-05-25 20:00:00,1,13.6
1992-05-25 20:00:00,2,13.6
1992-05-25 20:00:00,3,13.5
1992-05-25 20:00:00,4,13.5
1992-05-25 20:00:00,5,13.1
1992-05-25 20:00:00,5.5,12.3
1992-05-25 20:00:00,6,12.1
1992-05-25 20:00:00,6.5,11.7
1992-05-25 20:00:00,7,10.8
1992-05-25 20:00:00,7.5,10.2
1992-05-25 20:00:00,8,9.9
1992-05-25 20:00:00,9,8.9
1992-05-25 20:00:00,10,8.1
1992-05-25 20:00:00,11,7.6
1992-05-25 20:00:00,12,6.8
1992-05-25 20:00:00,13,6.5
1992-05-25 20:00:00,14,6.4
1992-05-25 20:00:00,15,6.2
1992-05-25 20:00:00,16,6.1
1992-05-25 20:00:00,17,6
1992-05-25 20:00:00,18,5.9
1992-05-25 20:00:00,19,5.9
1992-05-25 20:00:00,20,5.8
1992-05-25 20:00:00,21,5.7
1992-05-25 20:00:00,22,5.6
1992-05-25 20:00:00,23,5.6
1992-05-25 20:00:00,24,5.6
1992-05-25 20:00:00,25,5.5
1992-05-25 20:00:00,26,5.5
1992-05-25 20:00:00,27,5.4
1992-05-25 20:00:00,28,5.4
1992-05-25 20:00:00,29,5.3
1992-05-25 20:00:00,30,5.3
1992-06-30 20:00:00,0.1,20.3
1992-06-30 20:00:00,0.5,20.1
1992-06-30 20:00:00,1,20
1992-06-30 20:00:00,2,19.5
1992-06-30 20:00:00,3,19
1992-06-30 20:00:00,4,18.9
1992-06-30 20:00:00,5,18.8
1992-06-30 20:00:00,6,17.9
1992-06-30 20:00:00,7,17.7
1992-06-30 20:00:00,7.5,16.6
1992-06-30 20:00:00,8,16.2
1992-06-30 20:00:00,9,13.2
1992-06-30 20:00:00,9.5,10.7
1992-06-30 20:00:00,10,9.5
1992-06-30 20:00:00,10.5,8.8
1992-06-30 20:00:00,11,8.5
1992-06-30 20:00:00,11.5,8.2
1992-06-30 20:00:00,12,7.9
1992-06-30 20:00:00,13,7.5
1992-06-30 20:00:00,14,7
1992-06-30 20:00:00,15,6.9
1992-06-30 20:00:00,16,6.8
1992-06-30 20:00:00,17,6.6
1992-06-30 20:00:00,18,6.3
1992-06-30 20:00:00,19,6.2
1992-06-30 20:00:00,20,6.1
1992-06-30 20:00:00,21,6
1992-06-30 20:00:00,22,6
1992-06-30 20:00:00,23,5.9
1992-06-30 20:00:00,24,5.9
1992-06-30 20:00:00,25,5.9
1992-06-30 20:00:00,26,5.8
1992-06-30 20:00:00,27,5.8
1992-06-30 20:00:00,28,5.7
1992-06-30 20:00:00,29,5.6
1992-07-28 20:00:00,0.1,20.7
1992-07-28 20:00:00,0.5,20.7
1992-07-28 20:00:00,1,20.7
1992-07-28 20:00:00,2,20.6
1992-07-28 20:00:00,3,20.6
1992-07-28 20:00:00,4,20.5
1992-07-28 20:00:00,5,20.5
1992-07-28 20:00:00,6,20.4
1992-07-28 20:00:00,7,20.4
1992-07-28 20:00:00,7.5,20.2
1992-07-28 20:00:00,8,17.5
1992-07-28 20:00:00,9,15.3
1992-07-28 20:00:00,9.5,13.5
1992-07-28 20:00:00,10,12.1
1992-07-28 20:00:00,10.5,11.6
1992-07-28 20:00:00,11,9.7
1992-07-28 20:00:00,11.5,9.1
1992-07-28 20:00:00,12,8.8
1992-07-28 20:00:00,12.5,9
1992-07-28 20:00:00,13,8.8
1992-07-28 20:00:00,13.5,8.9
1992-07-28 20:00:00,14,8.4
1992-07-28 20:00:00,14.5,7.8
1992-07-28 20:00:00,15,7.4
1992-07-28 20:00:00,15.5,7.2
1992-07-28 20:00:00,16,7
1992-07-28 20:00:00,16.5,7
1992-07-28 20:00:00,17,6.8
1992-07-28 20:00:00,18,6.8
1992-07-28 20:00:00,19,6.7
1992-07-28 20:00:00,20,6.6
1992-07-28 20:00:00,21,6.5
1992-07-28 20:00:00,22,6.5
1992-07-28 20:00:00,23,6.4
1992-07-28 20:00:00,24,6.3
1992-07-28 20:00:00,25,6.3
1992-07-28 20:00:00,26,6.3
1992-07-28 20:00:00,27,6.1
1992-07-28 20:00:00,28,6
1992-07-28 20:00:00,29,5.9
1992-08-27 20:00:00,0.1,21.5
1992-08-27 20:00:00,0.5,21.4
1992-08-27 20:00:00,1,21.4
1992-08-27 20:00:00,2,21.4
1992-08-27 20:00:00,3,19.9
1992-08-27 20:00:00,4,19.4
1992-08-27 20:00:00,5,18.7
1992-08-27 20:00:00,6,18.1
1992-08-27 20:00:00,7,17.8
1992-08-27 20:00:00,8,17.3
1992-08-27 20:00:00,9,16.2
1992-08-27 20:00:00,9.5,14.8
1992-08-27 20:00:00,10,13
1992-08-27 20:00:00,10.5,10.4
1992-08-27 20:00:00,11,9.3
1992-08-27 20:00:00,11.5,8.6
1992-08-27 20:00:00,12,8.2
1992-08-27 20:00:00,12.5,7.8
1992-08-27 20:00:00,13,7.5
1992-08-27 20:00:00,14,6.8
1992-08-27 20:00:00,15,6.4
1992-08-27 20:00:00,16,6
1992-08-27 20:00:00,17,5.9
1992-08-27 20:00:00,18,5.8
1992-08-27 20:00:00,19,5.7
1992-08-27 20:00:00,20,5.5
1992-08-27 20:00:00,21,5.5
1992-08-27 20:00:00,22,5.3
1992-08-27 20:00:00,23,5.2
1992-08-27 20:00:00,24,5.2
1992-08-27 20:00:00,25,5.1
1992-08-27 20:00:00,26,5.1
1992-08-27 20:00:00,27,5
1992-08-27 20:00:00,28,4.9
1993-05-29 20:00:00,0.5,12
1993-05-29 20:00:00,2,12
1993-05-29 20:00:00,4,12
1993-05-29 20:00:00,6,12
1993-05-29 20:00:00,8,11.9
1993-05-29 20:00:00,10,11.8
1993-05-29 20:00:00,11,10.8
1993-05-29 20:00:00,12,8
1993-05-29 20:00:00,14,7.5
1993-05-29 20:00:00,16,7.5
1993-05-29 20:00:00,18,6.4
1993-05-29 20:00:00,20,6.1
1993-06-12 20:00:00,1,17.9
1993-06-12 20:00:00,2,15.3
1993-06-12 20:00:00,3,15.5
1993-06-12 20:00:00,4,14.8
1993-06-12 20:00:00,5,14.2
1993-06-12 20:00:00,6,13.9
1993-06-12 20:00:00,7,13.6
1993-06-12 20:00:00,8,13.6
1993-06-12 20:00:00,9,13.2
1993-06-12 20:00:00,10,11.9
1993-06-12 20:00:00,11,10.8
1993-06-12 20:00:00,12,9.8
1993-06-12 20:00:00,13,8.9
1993-06-12 20:00:00,14,8
1993-06-12 20:00:00,15,7.8
1993-06-12 20:00:00,16,7.4
1993-06-12 20:00:00,17,7
1993-06-12 20:00:00,18,7
1993-06-12 20:00:00,19,6.9
1993-06-12 20:00:00,20,6.6
1993-06-12 20:00:00,21,6.6
1993-06-12 20:00:00,22,6.5
1993-06-12 20:00:00,23,6.5
1993-06-12 20:00:00,24,6.5
1993-06-12 20:00:00,25,6.5
1993-06-26 20:00:00,0.5,20.4
1993-06-26 20:00:00,1,20
1993-06-26 20:00:00,2,19.5
1993-06-26 20:00:00,3,19
1993-06-26 20:00:00,4,18.5
1993-06-26 20:00:00,5,18.2
1993-06-26 20:00:00,6,17.5
1993-06-26 20:00:00,7,17.1
1993-06-26 20:00:00,8,16.8
1993-06-26 20:00:00,9,15.2
1993-06-26 20:00:00,10,13.5
1993-06-26 20:00:00,11,12.5
1993-06-26 20:00:00,12,11
1993-06-26 20:00:00,13,9.9
1993-06-26 20:00:00,14,8.9
1993-06-26 20:00:00,15,8.5
1993-06-26 20:00:00,16,8
1993-06-26 20:00:00,17,7.8
1993-06-26 20:00:00,18,7.5
1993-06-26 20:00:00,19,7.5
1993-06-26 20:00:00,20,7.5
1993-06-26 20:00:00,21,7
1993-06-26 20:00:00,22,7
1993-06-26 20:00:00,23,7
1993-06-26 20:00:00,24,7
1993-06-26 20:00:00,25,7
1993-07-24 20:00:00,0.5,22
1993-07-24 20:00:00,1,21.2
1993-07-24 20:00:00,2,20.9
1993-07-24 20:00:00,3,20.9
1993-07-24 20:00:00,4,20.9
1993-07-24 20:00:00,5,20.7
1993-07-24 20:00:00,6,20.7
1993-07-24 20:00:00,7,20.5
1993-07-24 20:00:00,8,19.8
1993-07-24 20:00:00,9,17
1993-07-24 20:00:00,10,14.5
1993-07-24 20:00:00,11,12.1
1993-07-24 20:00:00,12,11
1993-07-24 20:00:00,13,9.9
1993-07-24 20:00:00,14,9
1993-07-24 20:00:00,15,8.5
1993-08-07 20:00:00,0.5,21.8
1993-08-07 20:00:00,1,21.8
1993-08-07 20:00:00,2,21.8
1993-08-07 20:00:00,3,21.8
1993-08-07 20:00:00,4,21.8
1993-08-07 20:00:00,5,21.8
1993-08-07 20:00:00,6,21.8
1993-08-07 20:00:00,7,21.8
1993-08-07 20:00:00,8,21.8
1993-08-07 20:00:00,9,20.2
1993-08-07 20:00:00,10,18.5
1993-08-07 20:00:00,11,15.5
1993-08-07 20:00:00,12,13.2
1993-08-07 20:00:00,13,12.5
1993-08-07 20:00:00,14,11.2
1993-08-07 20:00:00,15,10
1993-08-07 20:00:00,16,9.2
1993-08-07 20:00:00,17,9
1993-08-07 20:00:00,18,8.5
1993-08-07 20:00:00,19,8.5
1993-08-07 20:00:00,20,8.5
1993-08-07 20:00:00,21,8.3
